Entity,Continent,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths,Daily cases,Daily deaths,Season
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-16,262.0,564.0,6.0,9,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-17,125.0,572.0,6.0,8,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-18,446.0,592.0,8.0,20,2,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-23,769.0,803.0,11.0,211,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-24,235.0,941.0,11.0,138,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-25,460.0,960.0,12.0,19,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-26,372.0,1005.0,13.0,45,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-27,419.0,1038.0,13.0,33,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-28,549.0,1146.0,13.0,108,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-29,255.0,1152.0,13.0,6,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-06-30,510.0,1224.0,14.0,72,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-01,494.0,1265.0,16.0,41,2,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-02,547.0,1342.0,16.0,77,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-03,557.0,1498.0,16.0,156,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-06,287.0,1742.0,19.0,244,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-09,482.0,1942.0,25.0,200,6,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-10,802.0,2069.0,31.0,127,6,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-11,559.0,2261.0,33.0,192,2,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-12,317.0,2364.0,38.0,103,5,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-13,558.0,2430.0,39.0,66,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-14,421.0,2497.0,40.0,67,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-15,343.0,2614.0,43.0,117,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-16,934.0,2712.0,51.0,98,8,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-19,459.0,2907.0,59.0,195,8,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-20,283.0,2992.0,62.0,85,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-21,347.0,3045.0,64.0,53,2,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-22,459.0,3302.0,76.0,257,12,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-23,475.0,3302.0,76.0,0,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-24,457.0,3453.0,87.0,151,11,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-25,389.0,3453.0,87.0,0,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-26,545.0,3640.0,99.0,187,12,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-27,243.0,3664.0,99.0,24,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-28,124.0,3709.0,103.0,45,4,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-29,1174.0,3738.0,103.0,29,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-30,911.0,3858.0,107.0,120,4,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-07-31,668.0,4078.0,114.0,220,7,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-01,663.0,4186.0,120.0,108,6,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-02,372.0,4231.0,123.0,45,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-03,343.0,4272.0,123.0,41,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-04,499.0,4361.0,128.0,89,5,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-05,536.0,4426.0,136.0,65,8,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-06,786.0,4491.0,137.0,65,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-07,585.0,4575.0,137.0,84,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-08,392.0,4624.0,143.0,49,6,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-09,320.0,4658.0,146.0,34,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-10,114.0,4674.0,146.0,16,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-11,460.0,4714.0,152.0,40,6,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-12,414.0,4752.0,152.0,38,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-13,1995.0,4912.0,153.0,160,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-14,705.0,4988.0,156.0,76,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-15,347.0,5026.0,157.0,38,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-16,416.0,5072.0,161.0,46,4,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-17,550.0,5125.0,162.0,53,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-18,342.0,5193.0,163.0,68,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-19,534.0,5240.0,164.0,47,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-20,386.0,5282.0,165.0,42,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-21,448.0,5322.0,166.0,40,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-22,541.0,5382.0,168.0,60,2,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-23,592.0,5414.0,168.0,32,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-24,220.0,5419.0,169.0,5,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-25,75.0,5423.0,170.0,4,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-26,601.0,5474.0,173.0,51,3,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-27,295.0,5496.0,173.0,22,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-28,421.0,5523.0,174.0,27,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-29,77.0,5528.0,174.0,5,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-30,215.0,5536.0,174.0,8,0,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-08-31,994.0,5566.0,175.0,30,1,Summer
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-01,117.0,5576.0,175.0,10,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-02,167.0,5579.0,175.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-03,247.0,5593.0,175.0,14,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-04,375.0,5608.0,175.0,15,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-05,73.0,5611.0,175.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-06,152.0,5614.0,175.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-07,114.0,5621.0,176.0,7,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-08,107.0,5630.0,176.0,9,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-09,494.0,5653.0,176.0,23,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-12,293.0,5678.0,177.0,25,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-13,443.0,5690.0,177.0,12,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-16,147.0,5704.0,178.0,14,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-17,378.0,5711.0,179.0,7,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-20,532.0,5731.0,179.0,20,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-21,37.0,5733.0,179.0,2,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-22,369.0,5739.0,179.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-09-30,205.0,5773.0,179.0,34,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-03,231.0,5783.0,179.0,10,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-04,105.0,5786.0,179.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-05,121.0,5794.0,180.0,8,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-06,94.0,5796.0,180.0,2,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-07,161.0,5803.0,180.0,7,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-08,761.0,5809.0,180.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-11,101.0,5821.0,180.0,12,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-12,161.0,5824.0,180.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-13,224.0,5827.0,181.0,3,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-14,189.0,5829.0,181.0,2,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-15,248.0,5836.0,181.0,7,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-16,308.0,5842.0,181.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-17,406.0,5852.0,181.0,10,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-18,234.0,5857.0,181.0,5,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-19,97.0,5860.0,181.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-20,223.0,5861.0,182.0,1,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-21,273.0,5864.0,183.0,3,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-24,199.0,5887.0,183.0,23,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-25,514.0,5890.0,183.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-26,193.0,5894.0,183.0,4,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-27,305.0,5897.0,183.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-28,294.0,5904.0,184.0,7,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-29,585.0,5916.0,184.0,12,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-10-30,679.0,5923.0,184.0,7,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-02,354.0,5933.0,184.0,10,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-03,462.0,5934.0,184.0,1,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-04,159.0,5934.0,184.0,0,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-05,1043.0,5940.0,184.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-06,648.0,5942.0,184.0,2,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-07,546.0,5948.0,184.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-10,303.0,5953.0,185.0,5,1,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-11,462.0,5955.0,185.0,2,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-15,294.0,5965.0,185.0,10,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-16,330.0,5971.0,185.0,6,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-17,513.0,5971.0,185.0,0,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-18,223.0,5999.0,185.0,28,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-19,447.0,6002.0,185.0,3,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-20,288.0,6003.0,185.0,1,0,Autumn
Malawi,Africa,21,1.3,0.02,411.6,18622104,18,3,2020-11-21,257.0,6003.0,185.0,0,0,Autumn
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-17,101.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-18,40.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-21,88.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-24,26.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-25,13.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-26,24.0,22.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-27,454.0,23.0,0.0,1,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-02-28,3.0,23.0,0.0,0,0,Winter
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-20,1270.0,1030.0,3.0,881,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-23,1835.0,1518.0,14.0,488,11,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-24,484.0,1624.0,16.0,106,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-25,2226.0,1796.0,20.0,172,4,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-26,1163.0,2031.0,23.0,235,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-27,7185.0,2161.0,26.0,130,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-28,5293.0,2320.0,27.0,159,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-03-31,1058.0,2766.0,43.0,446,16,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-01,3538.0,2908.0,45.0,142,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-02,1797.0,3116.0,50.0,208,5,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-03,1859.0,3333.0,53.0,217,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-04,1465.0,3483.0,57.0,150,4,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-05,2616.0,3662.0,61.0,179,4,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-06,3918.0,3793.0,62.0,131,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-07,5028.0,3963.0,63.0,170,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-08,5755.0,4119.0,65.0,156,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-09,5127.0,4228.0,67.0,109,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-10,4584.0,4346.0,70.0,118,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-11,3946.0,4530.0,73.0,184,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-12,5594.0,4683.0,76.0,153,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-13,4239.0,4817.0,77.0,134,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-14,3061.0,4987.0,82.0,170,5,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-15,2392.0,5072.0,83.0,85,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-18,4099.0,5305.0,88.0,233,5,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-19,3098.0,5389.0,89.0,84,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-20,4324.0,5425.0,89.0,36,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-23,3651.0,5603.0,95.0,178,6,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-24,4316.0,5691.0,96.0,88,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-25,5248.0,5742.0,98.0,51,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-26,4521.0,5780.0,98.0,38,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-27,7407.0,5820.0,99.0,40,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-28,7901.0,5851.0,100.0,31,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-04-29,7404.0,5945.0,100.0,94,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-02,15429.0,6176.0,103.0,231,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-03,11620.0,6298.0,105.0,122,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-04,9765.0,6353.0,105.0,55,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-05,7622.0,6383.0,106.0,30,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-06,8930.0,6428.0,107.0,45,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-07,8869.0,6467.0,107.0,39,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-08,8609.0,6535.0,107.0,68,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-11,9111.0,6726.0,109.0,191,2,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-15,126964.0,6855.0,112.0,129,3,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-16,9830.0,6872.0,113.0,17,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-17,9127.0,6894.0,113.0,22,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-20,9061.0,7009.0,114.0,115,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-21,10093.0,7059.0,114.0,50,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-22,10318.0,7137.0,115.0,78,1,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-23,8740.0,7185.0,115.0,48,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-24,7213.0,7245.0,115.0,60,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-25,5688.0,7417.0,115.0,172,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-26,6574.0,7604.0,115.0,187,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-29,7393.0,7732.0,115.0,128,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-30,8474.0,7762.0,115.0,30,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-05-31,6815.0,7819.0,115.0,57,0,Spring
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-01,7555.0,7857.0,115.0,38,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-02,6549.0,7877.0,115.0,20,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-03,8218.0,7970.0,115.0,93,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-04,6981.0,8247.0,115.0,277,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-05,8127.0,8266.0,116.0,19,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-06,8841.0,8303.0,117.0,37,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-09,6081.0,8336.0,117.0,33,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-10,5455.0,8338.0,118.0,2,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-11,5833.0,8369.0,118.0,31,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-12,9072.0,8402.0,119.0,33,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-13,5375.0,8445.0,120.0,43,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-14,5289.0,8453.0,121.0,8,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-15,4866.0,8494.0,121.0,41,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-16,3422.0,8505.0,121.0,11,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-17,4702.0,8515.0,121.0,10,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-18,5255.0,8529.0,121.0,14,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-19,4962.0,8535.0,121.0,6,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-20,5275.0,8556.0,121.0,21,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-21,4142.0,8572.0,121.0,16,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-22,2937.0,8587.0,121.0,15,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-23,6698.0,8590.0,121.0,3,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-24,10733.0,8596.0,121.0,6,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-25,11842.0,8600.0,121.0,4,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-26,12938.0,8606.0,121.0,6,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-27,10342.0,8616.0,121.0,10,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-28,10492.0,8634.0,121.0,18,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-29,6221.0,8637.0,121.0,3,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-06-30,8828.0,8639.0,121.0,2,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-01,8912.0,8640.0,121.0,1,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-02,8727.0,8643.0,121.0,3,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-03,8221.0,8648.0,121.0,5,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-04,6937.0,8658.0,121.0,10,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-05,6722.0,8663.0,121.0,5,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-06,5539.0,8668.0,121.0,5,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-07,6061.0,8674.0,121.0,6,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-08,6528.0,8677.0,121.0,3,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-09,7342.0,8683.0,121.0,6,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-10,6267.0,8696.0,121.0,13,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-11,6221.0,8704.0,122.0,8,1,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-12,5034.0,8718.0,122.0,14,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-13,2913.0,8725.0,122.0,7,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-14,4696.0,8729.0,122.0,4,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-15,6777.0,8734.0,122.0,5,0,Summer
Malaysia,Asia,26,1.9,1.53,11414.2,31624264,29,7,2020-07-16,6498.0,8737.0,122.0,3,0,Summer
