Entity,Continent,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths,Daily cases,Daily deaths,Season
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-25,3929.0,83328.0,2429.0,1589,35,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-26,2757.0,84252.0,2480.0,924,51,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-27,3180.0,85431.0,2542.0,1179,62,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-28,3252.0,86710.0,2576.0,1279,34,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-29,1698.0,87374.0,2620.0,664,44,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-11-30,1553.0,87901.0,2681.0,527,61,Autumn
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-01,3428.0,89085.0,2727.0,1184,46,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-02,3477.0,90378.0,2773.0,1293,46,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-03,3810.0,91539.0,2812.0,1161,39,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-04,4158.0,92793.0,2865.0,1254,53,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-05,2815.0,93768.0,2922.0,975,57,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-06,2262.0,94507.0,2952.0,739,30,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-07,1754.0,94944.0,3012.0,437,60,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-08,3596.0,96021.0,3081.0,1077,69,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-09,9431.0,97317.0,3151.0,1296,70,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-10,3979.0,98603.0,3199.0,1286,48,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-11,3360.0,99543.0,3250.0,940,51,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-12,2941.0,100306.0,3298.0,763,48,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-13,2022.0,101117.0,3336.0,811,38,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-14,1286.0,101461.0,3391.0,344,55,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-15,3319.0,102330.0,3457.0,869,66,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-16,3555.0,103232.0,3511.0,902,54,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-17,3624.0,104087.0,3549.0,855,38,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-18,3289.0,104881.0,3583.0,794,34,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-19,2840.0,105524.0,3625.0,643,42,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-20,2375.0,105524.0,3625.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-21,1843.0,106222.0,3706.0,698,81,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-22,3339.0,106986.0,3792.0,764,86,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-23,3054.0,107570.0,3838.0,584,46,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-24,3261.0,108298.0,3878.0,728,40,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-25,2958.0,108891.0,3901.0,593,23,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-26,2180.0,109330.0,3923.0,439,22,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-27,1843.0,109691.0,3953.0,361,30,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-28,1775.0,109911.0,3942.0,220,30,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-29,3386.0,110454.0,4024.0,543,82,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-30,2873.0,110985.0,4050.0,531,26,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2020-12-31,2440.0,110985.0,4050.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-01,2781.0,112143.0,4086.0,1158,36,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-10,3027.0,115633.0,4330.0,254,25,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-11,2557.0,115633.0,4330.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-12,4386.0,116200.0,4373.0,567,43,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-13,4170.0,116668.0,4399.0,468,26,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-14,3021.0,117011.0,4411.0,343,12,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-15,2554.0,117011.0,4411.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-16,3575.0,117011.0,4411.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-17,1711.0,117011.0,4411.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-18,1849.0,118083.0,4486.0,1072,75,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-19,3045.0,118383.0,4509.0,300,23,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-20,2471.0,118717.0,4521.0,334,12,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-21,2613.0,119206.0,4536.0,489,15,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-22,2169.0,119420.0,4555.0,214,19,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-26,2935.0,120532.0,4621.0,1112,66,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-27,3038.0,120864.0,4643.0,332,22,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-28,2542.0,121194.0,4659.0,330,16,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-01-29,2348.0,121497.0,4679.0,303,20,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-02,2663.0,122461.0,4737.0,964,58,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-03,3185.0,122828.0,4745.0,367,8,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-04,2467.0,122828.0,4745.0,0,0,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-05,2511.0,123434.0,4775.0,606,30,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-10,2945.0,124696.0,4853.0,1262,78,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-11,2638.0,125123.0,4868.0,427,15,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-12,2451.0,125402.0,4881.0,279,13,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-16,3194.0,126413.0,4935.0,1011,54,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-17,2598.0,126781.0,4949.0,368,14,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-18,2366.0,127135.0,4962.0,354,13,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-19,2576.0,127537.0,4979.0,402,17,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-23,3909.0,129176.0,5034.0,1639,55,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-24,3172.0,129753.0,5051.0,577,17,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-25,3271.0,130510.0,5062.0,757,11,Winter
Bosnia and Herzegovina,Europe,12,3.5,1.89,6108.5,3507017,42,16,2021-02-26,2696.0,130979.0,5071.0,469,9,Winter
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-02,1126.0,1594.0,72.0,0,0,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-03,982.0,1618.0,73.0,24,1,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-04,527.0,1652.0,78.0,34,5,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-05,1158.0,1704.0,80.0,52,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-06,1465.0,1778.0,84.0,74,4,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-07,1163.0,1829.0,84.0,51,0,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-08,1397.0,1872.0,86.0,43,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-09,1777.0,1921.0,90.0,49,4,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-10,1126.0,1965.0,91.0,44,1,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-11,403.0,1990.0,93.0,25,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-12,1079.0,2023.0,95.0,33,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-13,1387.0,2069.0,96.0,46,1,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-14,1611.0,2100.0,99.0,31,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-15,1608.0,2138.0,102.0,38,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-16,1161.0,2175.0,105.0,37,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-17,1094.0,2211.0,108.0,36,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-18,362.0,2235.0,110.0,24,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-19,874.0,2259.0,112.0,24,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-20,1433.0,2292.0,116.0,33,4,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-23,1605.0,2408.0,126.0,116,10,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-24,886.0,2427.0,130.0,19,4,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-25,443.0,2433.0,130.0,6,0,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-26,295.0,2443.0,130.0,10,0,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-27,1557.0,2460.0,133.0,17,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-28,1273.0,2477.0,134.0,17,1,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-29,1725.0,2485.0,136.0,8,2,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-30,1353.0,2499.0,139.0,14,3,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-05-31,606.0,2513.0,140.0,14,1,Spring
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-01,346.0,2519.0,140.0,6,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-02,1220.0,2538.0,144.0,19,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-03,1347.0,2560.0,146.0,22,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-04,1569.0,2585.0,147.0,25,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-05,2060.0,2627.0,159.0,42,12,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-06,1196.0,2711.0,160.0,84,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-07,816.0,2727.0,160.0,16,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-08,427.0,2810.0,164.0,83,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-09,1406.0,2889.0,167.0,79,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-10,1777.0,2993.0,167.0,104,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-11,2308.0,3086.0,168.0,93,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-12,2640.0,3191.0,172.0,105,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-13,2642.0,3266.0,172.0,75,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-14,1975.0,3290.0,174.0,24,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-15,1409.0,3341.0,176.0,51,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-16,3839.0,3453.0,181.0,112,5,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-23,2776.0,4114.0,208.0,661,27,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-24,2946.0,4242.0,209.0,128,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-25,3016.0,4408.0,211.0,166,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-26,2775.0,4513.0,215.0,105,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-27,2750.0,4625.0,216.0,112,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-28,1528.0,4691.0,219.0,66,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-29,1034.0,4831.0,223.0,140,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-06-30,4525.0,4989.0,230.0,158,7,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-01,3343.0,5154.0,232.0,165,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-02,2896.0,5315.0,232.0,161,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-03,3155.0,5497.0,239.0,182,7,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-04,2538.0,5677.0,241.0,180,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-05,3514.0,5740.0,246.0,63,5,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-06,2775.0,5914.0,250.0,174,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-09,4286.0,6672.0,262.0,758,12,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-10,3686.0,6964.0,267.0,292,5,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-11,4540.0,7175.0,267.0,211,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-12,2806.0,7252.0,268.0,77,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-13,1198.0,7411.0,276.0,159,8,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-14,3341.0,7645.0,283.0,234,7,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-15,4885.0,7877.0,289.0,232,6,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-16,5393.0,8144.0,293.0,267,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-17,6526.0,8442.0,297.0,298,4,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-18,4884.0,8638.0,299.0,196,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-19,2003.0,8733.0,300.0,95,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-20,3155.0,8929.0,308.0,196,8,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-21,9051.0,9254.0,313.0,325,5,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-24,5913.0,10123.0,337.0,869,24,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-25,8124.0,10312.0,338.0,189,1,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-28,5303.0,10871.0,355.0,559,17,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-29,6395.0,11155.0,368.0,284,13,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-30,6639.0,11420.0,374.0,265,6,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-07-31,5582.0,11690.0,383.0,270,9,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-01,3955.0,11836.0,385.0,146,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-02,1491.0,11955.0,388.0,119,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-03,4137.0,12159.0,404.0,204,16,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-04,5325.0,12414.0,415.0,255,11,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-07,6433.0,13209.0,442.0,795,27,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-08,5837.0,13343.0,445.0,134,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-09,3612.0,13396.0,447.0,53,2,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-10,1275.0,13512.0,459.0,116,12,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-11,3667.0,13722.0,471.0,210,12,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-12,5388.0,13893.0,482.0,171,11,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-13,5108.0,13893.0,482.0,0,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-14,5877.0,14243.0,492.0,350,10,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-15,5934.0,14333.0,495.0,90,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-16,2745.0,14365.0,498.0,32,3,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-17,781.0,14500.0,512.0,135,14,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-18,5252.0,14669.0,519.0,169,7,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-19,3667.0,14820.0,527.0,151,8,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-20,8649.0,14962.0,532.0,142,5,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-21,6844.0,15131.0,539.0,169,7,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-22,6373.0,15131.0,539.0,0,0,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-23,3402.0,15287.0,545.0,156,6,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-24,2288.0,15386.0,563.0,99,18,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-25,3588.0,15589.0,572.0,203,9,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-26,10076.0,15751.0,586.0,162,14,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-29,6337.0,16164.0,605.0,413,19,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-08-30,6257.0,16190.0,613.0,26,8,Summer
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-02,6784.0,16617.0,648.0,427,35,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-03,5443.0,16775.0,658.0,158,10,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-04,7026.0,16954.0,665.0,179,7,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-05,8129.0,17050.0,671.0,96,6,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-06,4765.0,17089.0,676.0,39,5,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-09,5145.0,17435.0,702.0,346,26,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-12,2330.0,17891.0,717.0,456,15,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-15,7475.0,18216.0,736.0,325,19,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-16,4835.0,18390.0,739.0,174,3,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-19,8957.0,18819.0,755.0,429,16,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-22,2988.0,19123.0,767.0,304,12,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-23,3049.0,19283.0,779.0,160,12,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-24,8385.0,19573.0,785.0,290,6,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-27,2710.0,20055.0,796.0,482,11,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-28,1103.0,20271.0,807.0,216,11,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-29,3302.0,20547.0,813.0,276,6,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-09-30,4736.0,20833.0,825.0,286,12,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-01,4943.0,20833.0,825.0,0,0,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-02,4843.0,21336.0,838.0,503,13,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-03,4820.0,21518.0,841.0,182,3,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-04,2843.0,21587.0,844.0,69,3,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-05,1278.0,21870.0,854.0,283,10,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-06,3713.0,22306.0,862.0,436,8,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-07,5431.0,22743.0,873.0,437,11,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-08,4541.0,23259.0,880.0,516,7,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-09,5209.0,23871.0,887.0,612,7,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-10,6048.0,24319.0,891.0,448,4,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-11,3795.0,24402.0,892.0,83,1,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-12,1191.0,24989.0,915.0,587,23,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-13,4320.0,25774.0,923.0,785,8,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-14,5819.0,26593.0,929.0,819,6,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-15,5898.0,27507.0,944.0,914,15,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-16,6324.0,28505.0,958.0,998,14,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-17,7442.0,29108.0,968.0,603,10,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-18,4602.0,29503.0,986.0,395,18,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-19,1581.0,30527.0,1008.0,1024,22,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-20,4406.0,31863.0,1019.0,1336,11,Autumn
Bulgaria,Europe,13,7.45,4.0,9828.1,7075991,44,21,2020-10-21,11505.0,33335.0,1048.0,1472,29,Autumn
