positivity_rate,death_rate,mortality_rate
24.090873398953345,1.6642221007928064,3.6302265876955877
33.6666379807007,2.4885654966789206,4.630421950096001
0.2480576050595183,3.7521588946459414,0.09415042514242386
3.094949520432723,1.8872923072742835,5.013365554149452
4.703739102753711,0.36523794177677515,8.107885385345147
13.62280444975848,1.5384784770824695,0.3309375259819273
8.143540352326903,2.8900890764674876,6.690137624924509
0.15827176679718183,0.12437810945273632,0.09955300206782977
35.72659644338523,4.64606501283148,2.200152014187991
23.82059422812608,3.8601289946670336,3.5235358140550788
15.532284719816,3.8410340680626827,3.07883376335555
4.478108187334994,2.560746270957399,2.120742725791483
15.038979014431394,0.9609528321039453,2.7044883855428745
8.819394042892313,2.5128809196064292,4.462261016866165
20.183414699430553,2.6428627397162243,4.499833539231089
30.4830946021889,1.2720041927428554,3.3060056435596543
19.580528743106814,2.2731497354256938,5.867780013088688
2.0049284544002437,0.6551989072904216,0.40798855096495873
1.5568493748807355,0.6707226591482416,2.8565954333470955
1.2889742064233647,1.1180301373770023,3.6461780819234875
26.325929377396868,1.6638527826070584,1.4797903742528788
28.600667461943587,5.7825204421882255,1.567610381995443
7.884482783025068,2.8416085350841196,0.6113656115937448
6.70567957763337,0.9200662058222179,4.684677836227081
7.384256280608267,1.4869721761302845,0.1487164730526292
0.22959288262063876,3.571428571428571,0.006184414832877233
1.6671558376441526,1.3460480469466347,0.9894211949515387
6.569104071803249,1.6841513719907573,5.032026270850986
11.118604686882566,0.7158286030039684,0.27616364211386646
3.9939014846638763,3.4405381175548504,1.7311497384721284
19.27992983919947,3.74246843917368,0.9891268532603801
13.10958448063574,3.562523474320608,4.219196826705144
2.1835574406642,0.4794180856339891,1.7724241394264015
5.338789362348159,1.4261019799888628,0.8158361806394996
19.816053496860274,2.7735566395120044,0.42276986628415625
20.9504033220832,4.267068323367027,1.2302817887428903
13.038528270795158,1.9439466273098296,1.734857288451579
6.2339227637428305,1.9675365686125366,4.50641182248326
5.973085071371942,0.7407590728984038,8.81187732427345
7.257032347712149,3.3784229511418027,4.706545590940433
10.414516683866529,2.267097064784926,0.4608865726348727
5.605474560362327,1.8047560795907722,0.3372120616948916
11.611408928897617,1.2344756078931032,3.170993675451718
3.521457831861626,1.2174724055004007,1.438502562917578
12.382972276927738,1.7976654816563278,0.13979716885330587
11.450073364135864,0.556095178047021,4.255960554358632
5.938784737484652,1.8839061930033065,4.378896709502561
17.180772958336128,1.7283703221281497,1.5656629356183966
9.31876286923707,1.6371813169324283,6.888444793528074
2.6082595043685357,1.158570119156737,9.10002352160067
20.41301980397693,2.3710729104919976,0.019792033090746335
10.521052631578948,3.068200767050192,0.032203665063840266
4.949015279989844,0.3747232158065065,0.9282429466184572
3.1311333839269357,1.4347402145145562,4.628706274769392
23.334329250074692,1.835253947930004,0.10601368630808129
38.817335852207854,9.150768219008503,1.4409575675364568
0.15028923999868285,0.0826787928896238,0.07865011817025816
9.559263273315187,1.781184744207673,1.3479677153452838
14.12742110161812,1.0655865941210214,0.1938970705758103
5.885638840215916,2.254540835767814,0.2655281673851614
13.29682335242603,1.0893818086363038,1.5034766046489967
12.92898173605656,0.980388577103819,0.9345538941855583
0.16135354596704604,1.0965837199493884,0.04945868708149941
15.431000596893243,1.2595052550144348,0.05552729236828303
1.8283417840652287,0.8922275468059692,1.3155256792452723
6.836565024959052,2.2182247980840013,0.2937356012613293
18.039002242504036,1.7119352234355387,8.280463486562564
21.087158744024094,2.007183604479189,2.2930874986070933
27.157888351880693,3.844810064787443,1.9487316917497124
6.901746479052702,2.127542488718788,0.5369198009609211
17.700641384946493,2.548303427470527,4.357370255473737
9.836193270439903,2.0155286640752252,7.777403655316767
10.957977952365617,0.1596838632310818,6.098148272343515
13.855565517532305,2.6405914826010894,3.303554548355889
4.036780273441011,2.004442952575371,2.8823120051093243
2.3225244886245373,1.3959046222367064,0.15080591595611123
2.77677298189914,1.7216825727464025,1.1426727977015632
8.613164783247143,2.526165979778812,0.21278103174479499
15.452216028359514,0.9820462321285734,6.3556816686574775
2.106760048285959,2.280449772919202,5.529043591306592
10.906351764043327,2.0361622414073954,8.911100917963873
17.01279044782688,3.2911145803790807,2.6607892680655567
1.5170560959176211,1.7857142857142856,0.17355079307291402
3.939280878823312,0.5602206708001757,0.3820742398806193
8.957283464173717,1.3958071049318517,4.899439238820534
12.864048242938983,1.7971823560529874,6.542238221350134
0.9510863991736168,0.3254391468005019,0.0369422345790469
2.8389210645633187,1.2354979659484706,0.08511490704816065
7.59824756424508,1.7211703958691909,0.5092303478499041
4.221810688854691,1.593970097615223,0.07017786051090141
5.668218506729141,1.5194141646933135,2.2860146669107273
6.659863431814456,0.8546535748859078,0.0843502214662833
19.500664916103,2.021616361951851,1.916443873333723
1.2730698797879152,0.3110427982427899,4.0973410516539905
4.940599253777177,2.9025044853046174,6.237125462190615
8.605702822100906,1.778663126310459,8.676665332859216
6.5880016109224515,1.0980924888209656,1.533261011065307
7.352674810749268,1.3021036990693673,0.4488207355390418
9.667088762713941,4.084622102031043,0.21475623814875153
